No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF
255,805011074,ADIDAS COLOMBIA LTDA.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4643 - Comercio al por mayor de calzado,COMERCIO,559030855,11835276,263109090,258196884,4912206,560747167,1990326,289126708,334549110,-45422402,NIIF PLENAS-GRUPO 1
256,860002576,GENERAL DE EQUIPOS DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,554223325,7922591,594829138,375234113,219595025,504048479,-1905062,584770547,384139497,200631050,NIIF PLENAS-GRUPO 1
257,900210622,BRIGHTSTAR COMERCIALIZADORA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,551610890,-7236714,164034113,168925798,-4891685,372605434,-722760,153876256,149086104,4790152,NIIF PLENAS-GRUPO 1
258,890904224,C.I. Unión de Bananeros de Urabá S.A.- Unibán,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,550786000,5300000,879289000,314492000,564797000,540783000,33683000,843845000,256223000,587622000,NIIF PLENAS-GRUPO 1
301,890914525,MINEROS S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,B0722 - Extracción de oro y otros metales preciosos,MINERO-HIDROCARBUROS,476672629,130641250,1009206586,188949842,820256744,429135665,114773480,918048095,207363670,710684425,NIIF PLENAS-GRUPO 1
259,811009244,comercializadora internacional de metales preciosos y metales comunes inversiones generales s.a.s ciigsa,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2421 - Industrias básicas de metales preciosos,MANUFACTURA,550538975,-476495,94153782,91018250,3135532,227047808,-245529,12636843,9024816,3612027,NIIF PLENAS-GRUPO 1
260,800048943,BIOFILM S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C2221 - Fabricación de formas básicas de plástico,MANUFACTURA,549666868,3168319,912545056,536476998,376068058,486005514,-16198996,789049133,465685770,323363363,NIIF PLENAS-GRUPO 1
261,811011779,Renting Colombia S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N7710 - Alquiler y arrendamiento de vehículos automotores,SERVICIOS,548825707,86110942,1287015799,1021459710,265556089,495260548,108203506,1242782841,948403791,294379050,NIIF PLENAS-GRUPO 1
262,900479267,FUNDICION RAMIREZ ZONA FRANCA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,C2432 - Fundición de metales no ferrosos,MANUFACTURA,547987575,3712468,50183893,8018455,42165438,705696245,12609463,56063147,17610178,38452969,NIIF PLENAS-GRUPO 1
263,890208788,UNION DE DROGUISTAS SA. UNIDROGAS SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,537132345,5319965,299519810,201935684,97584126,484315395,3830897,233784048,159380584,74403464,NIIF PYMES-GRUPO 2
264,890209174,ISMOCOL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,537008915,50680956,570134208,193781372,376352836,284363917,23269682,425282546,99610666,325671880,NIIF PYMES-GRUPO 2
265,890926766,COMERCIALIZADORA INTERNACIONAL BANACOL DE COLOMBIA S A  EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,536889886,35404012,702163468,508764572,193398896,529908539,-4844837,476372619,326804308,149568311,NIIF PLENAS-GRUPO 1
266,890900076,CINE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J5914 - Actividades de exhibición de películas cinematográficas y videos,SERVICIOS,535432672,80099751,700057971,288095641,411962330,506233873,67737906,676146640,281508482,394638158,NIIF PLENAS-GRUPO 1
267,811043174,ZEUSS PETROLEUM SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,528424939,4315877,88454637,53828164,34626473,492131313,6957350,112402190,72091504,40310686,NIIF PYMES-GRUPO 2
268,860005265,Gaseosas Colombianas S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,528160916,12250477,486546090,209105866,277440224,482586861,18950494,466915074,120451244,346463830,NIIF PLENAS-GRUPO 1
269,860007955,DETERGENTES LTDA.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,527959248,24667073,603487273,394061700,209425573,608527104,48187773,565544436,328912272,236632164,NIIF PLENAS-GRUPO 1
270,830012157,THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,M7020 - Actividades de consultaría de gestión,SERVICIOS,527023314,218219991,433941596,175090488,258851108,111691228,52397806,330255339,195055749,135199590,NIIF PLENAS-GRUPO 1
271,800221789,BRINSA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,524527411,41185306,714256373,392918451,321337922,508273840,34575673,708407930,404637033,303770897,NIIF PLENAS-GRUPO 1
272,860005050,MEXICHEM COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,521652845,30339552,444985804,129459018,315526786,498367811,33397717,456267937,137402393,318865544,NIIF PLENAS-GRUPO 1
273,830131993,EFECTIVO LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H5229 - Otras actividades complementarias al transporte,SERVICIOS,520051012,48352713,329335018,198502319,130832699,516680929,37428498,329212950,229047316,100165634,NIIF PYMES-GRUPO 2
274,890918965,C.I TECNICAS BALTIME DE COLOMBIA S.A,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,519195660,3906356,259212360,161684187,97528173,460968666,5836756,166965824,82315254,84650570,NIIF PLENAS-GRUPO 1
275,899999107,EPS'S CONVIDA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,515869347.53,-66508304.99,137069081.19,275456241.28,-138387160.09,475860956.39,-30938121.52,134321559.96,226200415.06,-91878855.1,REGIMEN R 414 de 2014 - CGN
276,800206842,BAKER HUGHES DE COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,515845880,13524349,336672441,117767919,218904522,386933334,15012429,274169335,83845026,190324309,NIIF PLENAS-GRUPO 1
277,900612501,CHM MINERIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,514211978,50280423,225936575,138118463,87818112,419375043,34719275,239899811,151426808,88473003,NIIF PLENAS-GRUPO 1
278,900327290,DERCO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,512962673,717137,287915190,194254903,93660287,440139943,-14767828,232833936,169719992,63113944,NIIF PLENAS-GRUPO 1
279,900166896,HINO MOTORS MANUFACTURING COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,511706091,9384414,176994904,93425214,83569690,378442788,12140213,152506307,80301674,72204633,NIIF PLENAS-GRUPO 1
302,900388600,MAC JOHNSON CONTROLS COLOMBIA S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"C2720 - Fabricación de pilas, baterías y acumuladores eléctricos",MANUFACTURA,472526242,27559083,423310023,94708211,328601812,427852085,28794953,487725824,186130182,301595642,NIIF PLENAS-GRUPO 1
280,811044814,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL GIRDLE & LINGERIE S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,509496471,31979508,258751710,221152766,37598944,23701263,10128135,266081775,223427881,42653894,NIIF PYMES-GRUPO 2
281,900462511,British American Tobacco Colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,508327322,22943989,766373046,534840414,231532632,506472488,-100284200,789814320,581510830,208303490,NIIF PLENAS-GRUPO 1
282,890914526,ALMACENES FLAMINGO S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco",COMERCIO,508292101,6845883,603284791,411543218,191741573,503205901,7019449,619059577,429163887,189895690,NIIF PYMES-GRUPO 2
283,890906413,ELECTRICAS DE MEDELLIN INGENIERIA Y SERVICIOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4220 - Construcción de proyectos de servicio público,CONSTRUCCIÓN,504381556,77132441,754165601,313710408,440455193,468288418,102749370,625966768,235067543,390899225,NIIF PLENAS-GRUPO 1
284,900149606,EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0990 - Actividades de apoyo para otras actividades de explotación de minas y canteras,MINERO-HIDROCARBUROS,504163602,34797677,204008216,127138452,76869764,309410123,5789024,187410093,145338007,42072086,NIIF PYMES-GRUPO 2
285,900072847,GNE Soluciones S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,499358445,2644378,80220053,32934620,47285433,469926737,1516413,82810739,38155369,44655370,NIIF PLENAS-GRUPO 1
286,890200463,GASEOSAS HIPINTO S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,496396633,18123655,560716528,251409963,309306565,447252589,12709320,539175093,226238827,312936266,NIIF PLENAS-GRUPO 1
287,891102723,MECANICOS ASOCIADOS SAS,SUPERSOCIEDADES,Otros,HUILA,NEIVA-HUILA,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,495392843,-9927435,375408386,260661093,114747293,340790734,-17603129,320192203,214699405,105492798,NIIF PLENAS-GRUPO 1
288,860000261,COMPAÑIA NACIONAL DE LEVADURAS LEVAPAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,492290728,2433902,374884775,218985119,155899656,488301223,13238884,381122513,218640865,162481648,NIIF PLENAS-GRUPO 1
289,860002590,BRENNTAG COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,492134414,4584556,374361263,277657116,96704147,451950710,3357784,270972408,178852203,92120205,NIIF PLENAS-GRUPO 1
290,830009783,CRUZ BLANCA EPS S.A.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,490750120.81,-28121168.64,147832100.61,441533919.62,-293701819.01,519974836.82,-283247061.39,117917053.74,383499403.11,-265582349.37,NIIF PYMES-GRUPO 2
291,891180008,CCF HUILA,SUPERSALUD,Otros,HUILA,NEIVA,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,489816220.95,-33719921.13,64944809.51,240249295.77,-175304486.26,417631367.77,-23516861.31,44780257.29,190947491.78,-146167234.49,NIIF PLENAS-GRUPO 1
292,890300225,COÉXITO S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO,488306724,16044614,232355989,115172197,117183792,468062122,16467454,223893435,109653261,114240174,NIIF PLENAS-GRUPO 1
293,800230447,SODEXO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,SERVICIOS,487163441,10821814,121878292,95621205,26257087,472900676,12984699,107658417,92223144,15435273,NIIF PLENAS-GRUPO 1
294,811028650,MADECENTRO COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,486369742,26481192,244278994,174778067,69500927,436770629,20585476,199694636,121282376,78412260,NIIF PLENAS-GRUPO 1
295,890333023,SIDERURGICA DEL OCCIDENTE SAS SIDOC SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,485547230,28731580,314912780,216204271,98708509,376614263,12677869,303322917,202071308,101251609,NIIF PYMES-GRUPO 2
296,890900148,PINTUCO COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",MANUFACTURA,485280905,7152211,719953251,408669676,311283575,482715690,13379529,678484577,379240634,299243943,NIIF PLENAS-GRUPO 1
297,900497906,PUMA ENERGY COLOMBIA COMBUSTIBLES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,484014170,-5633741,147127489,40517136,106610353,295504511,-8658231,110588678,26889255,83699423,NIIF PLENAS-GRUPO 1
298,830043252,Siderurgica Nacional S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,481971205,5127745,271225665,114960840,156264825,383730025,6889255,279433188,106797952,172635236,NIIF PYMES-GRUPO 2
299,900519421,INVERSIONES GREIDINGER ANGEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,481241479,426403506,549693274,56345599,493347675,2308612,823227,38859433,3101702,35757731,NIIF PYMES-GRUPO 2
300,900164755,"""ZONA FRANCA ARGOS S.A.S. """"ZONA FRANCA ARGOS S.A.S. """,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,"C2394 - Fabricación de cemento, cal y yeso",MANUFACTURA,480546561,61797908,1601108417,125059688,1476048729,472577333,77380616,1611825105,119914665,1491910440,NIIF PLENAS-GRUPO 1
303,860047657,PRACO DIDACOL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,468280346,7872987,472856948,197250644,275606304,415261586,12396724,406016619,122846147,283170472,NIIF PLENAS-GRUPO 1
304,800020706,NALSANI SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1513 - Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",MANUFACTURA,467652123,5041130,383822915,292078444,91744471,487562534,33594270,394062670,307359329,86703341,NIIF PLENAS-GRUPO 1
305,890102110,OLEOFLORES S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA,466166448,-34008220,336504466,249761096,86743370,460383511,873157,334436058,213916464,120519594,NIIF PLENAS-GRUPO 1
306,860020058,DISTRIBUIDORA TOYOTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,464918208,12551829,177107116,66873539,110233577,343386278,10213964,154852515,53170767,101681748,NIIF PLENAS-GRUPO 1
307,891080005,CCF COMFACOR,SUPERSALUD,Costa Atlántica,CORDOBA,MONTERIA,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,464061621.27,-28614635.71,37576615.08,435687436.83,-398110821.75,462835709.93,-338929202.38,28970969.9,358485023.26,-329514053.36,NIIF PYMES-GRUPO 2
308,900342297,COMERCIALIZADORA ARTURO CALLE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,462716609,19016818,338406320,201356193,137050127,464418000,10457938,337823789,110272836,227550953,NIIF PLENAS-GRUPO 1
309,890929877,COMPASS GROUP SERVICES COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,461921058,10329906,194133907,129603490,64530417,385763224,6013768,161409242,107401351,54007891,NIIF PLENAS-GRUPO 1
310,800094968,JARAMILLO MORA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,460120046,54948220,600954625,408555426,192399199,281842757,24613982,406040143,267265051,138775092,NIIF PLENAS-GRUPO 1
311,830010738,C.I. SUNSHINE BOUQUET S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,459807647,6758277,466787654,281917889,184869765,399518393,7988533,240800687,193030673,47770014,NIIF PLENAS-GRUPO 1
312,811008963,MULTIENLACE SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N8020 - Actividades de servicios de sistemas de seguridad,SERVICIOS,459089390,38791941,494935869,192156128,302779741,446886388,20318442,485483300,201455178,284028122,NIIF PLENAS-GRUPO 1
313,804016671,CAMPOLLO S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,A0145 - Cría de aves de corral,AGROPECUARIO,458697856,-23414562,249807465,141918973,107888492,405345053,-17198690,432101746,262825887,169275859,NIIF PYMES-GRUPO 2
314,800093117,ARQUITECTURA Y CONCRETO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,457849028,22688123,2179991232,1649617148,530374084,435749560,36671773,1459536661,952897851,506638810,NIIF PLENAS-GRUPO 1
315,890905360,HA BICICLETAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,455771418,53197907,335893755,39424236,296469519,425172886,41325903,287385429,37063816,250321613,NIIF PLENAS-GRUPO 1
316,900752732,ENGELHART CTP (COLOMBIA) SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,455397351,107345,91535325,80329855,11205470,469076750,104673,96965514,85867389,11098125,NIIF PLENAS-GRUPO 1
317,800141506,THE ELITE FLOWER S.A.S C.I,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,454892232,9800947,237960761,152489286,85471475,417455624,8328545,194771933,111851686,82920247,NIIF PLENAS-GRUPO 1
318,800137960,Eficacia S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,SERVICIOS,451538556,3677228,67896512,55949410,11947102,464572538,2719123,75799727,61739325,14060402,NIIF PLENAS-GRUPO 1
319,900341086,Comercial Nutresa S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,COMERCIO,450080434,5263144,249035293,220783007,28252286,439020731,-4416757,247182010,223486337,23695673,NIIF PLENAS-GRUPO 1
320,900030538,Lenovo (Asia Pacific) Limited Sucursal Colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,449741208,4821643,192391432,209563991,-17172559,517624240,285242,168884102,189518973,-20634871,NIIF PLENAS-GRUPO 1
321,830037774,DRUMMOND COAL MINING LLC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0510 - Extracción de hulla (carbón de piedra),MINERO-HIDROCARBUROS,449222394,75393492,664196109,101493042,562703067,330839540,47302053,531696292,72399741,459296551,NIIF PLENAS-GRUPO 1
322,900123408,COMPAÑIA DE INVERSIONES TEXTILES DE MODA TEXMODAS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,COMERCIO,448495181,7529332,134607048,105989441,28617607,419011881,8170136,177489329,148230918,29258411,NIIF PLENAS-GRUPO 1
323,800191700,Cueros Velez SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",MANUFACTURA,446819353,9789428,384005905,274904638,109101267,385994231,7532123,354984751,254166487,100818264,NIIF PYMES-GRUPO 2
324,890321151,CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",SERVICIOS,445262245,48132682,260217286,121911465,138305821,221475761,2810568,229867067,124678357,105188710,NIIF PLENAS-GRUPO 1
325,830016046,AVANTEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6120 - Actividades de telecomunicaciones inalámbricas,SERVICIOS,444568000,-86533000,382337000,636987000,-254650000,330219000,-93246000,351810000,522439000,-170629000,NIIF PLENAS-GRUPO 1
326,890200474,INCUBADORA SANTANDER SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PIEDECUESTA-SANTANDER,A0145 - Cría de aves de corral,AGROPECUARIO,444092823,48180,522419302,364449216,157970086,407835831,-10973911,531152189,373230283,157921906,NIIF PLENAS-GRUPO 1
327,900891350,GOAM 1 C.I S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,442440364,-5568051,120906162,119967330,938832,175199446,288909,94830904,93368211,1462693,NIIF PYMES-GRUPO 2
328,860056150,BASF QUIMICA COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,441339634,658974,293368450,258227695,35140755,446074774,-2359742,311517823,283589864,27927959,NIIF PLENAS-GRUPO 1
329,860003831,PRODCUTOS RAMO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1081 - Elaboración de productos de panadería,MANUFACTURA,437418508,3639253,319005428,137213459,181791969,420955560,5886958,340510374,154998492,185511882,NIIF PLENAS-GRUPO 1
330,900268901,CNR III LTD. SUCURSAL COLOMBIA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,B0510 - Extracción de hulla (carbón de piedra),MINERO-HIDROCARBUROS,434237123,22509909,448914036,365226025,83688011,73046673,100761175,303438123,248697733,54740390,NIIF PLENAS-GRUPO 1
331,900104080,SOCINEG S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,K6494 - Otras actividades de distribución de fondos,SERVICIOS,433780265,440709316,3250945862,3507302,3247438560,368705400,370147209,3031828476,1964139,3029864337,NIIF PLENAS-GRUPO 1
